id,q1,q2,q3
largedata/COMET_CHG/CHG_COMET//JRA1_COMET.csv,0.0150660957777164,0.523236998928563,1
largedata/COMET_CHG/CHG_COMET//JRA2_COMET.csv,0.0158656,0.525942987386515,1
largedata/COMET_CHG/CHG_COMET//JRA3_COMET.csv,0.0183195458622616,0.530476,1
largedata/COMET_CHG/CHG_COMET//JRB1_COMET.csv,0.0145018272227371,0.513782,1
largedata/COMET_CHG/CHG_COMET//JRB2_COMET.csv,0.0161435408182346,0.474638965803245,1
largedata/COMET_CHG/CHG_COMET//JRB3_COMET.csv,0.0176047490936644,0.536587567497653,1
largedata/COMET_CHG/CHG_COMET//JRC1_COMET.csv,0.0147772515334899,0.540538,1
largedata/COMET_CHG/CHG_COMET//JRC2_COMET.csv,0.0170879505946046,0.527254216123604,1
largedata/COMET_CHG/CHG_COMET//JRC3_COMET.csv,0.0185017605015893,0.543874,1
largedata/COMET_CHG/CHG_COMET//JRD1_COMET.csv,0.0142342280721965,0.516762933384434,1
largedata/COMET_CHG/CHG_COMET//JRD2_COMET.csv,0.0172431802125451,0.517304195186929,1
largedata/COMET_CHG/CHG_COMET//JRD3_COMET.csv,0.017596103355113,0.519549,1
largedata/COMET_CHG/CHG_COMET//JRE1_COMET.csv,0.0148607951313089,0.540585674535948,1
largedata/COMET_CHG/CHG_COMET//JRE2_COMET.csv,0.0174594838537155,0.554248528562275,1
largedata/COMET_CHG/CHG_COMET//JRF1_COMET.csv,0.0143996878369263,0.517217,1
largedata/COMET_CHG/CHG_COMET//JRF2_COMET.csv,0.0179988853093272,0.53594,1
largedata/COMET_CHG/CHG_COMET//JRG1_COMET.csv,0.0139814582038252,0.526721,1
largedata/COMET_CHG/CHG_COMET//JRG2_COMET.csv,0.0187508602596823,0.569539891115303,1
largedata/COMET_CHG/CHG_COMET//JRH1_COMET.csv,0.0144684232438573,0.513654445633372,1
largedata/COMET_CHG/CHG_COMET//JRH2_COMET.csv,0.0183701,0.853284650633451,1
